target,split,config,n,mae,rmse,r2
Density,leave_period_out,gray_mog_sphere,96,4.488929634950829,5.980077938662231,-0.045682723915940304
Density,leave_period_out,random_00,96,4.949540872210093,5.959587596842156,-0.038529075217002884
Density,leave_period_out,random_01,96,4.2862156522577655,5.548892506755378,0.09967591565153255
Density,leave_period_out,random_02,96,4.654480519604708,5.843655466308113,0.0014830309326563373
Density,leave_period_out,random_03,96,4.720581107882733,5.887825813309687,-0.013668967179217839
Density,leave_period_out,random_04,96,5.254486829900619,6.426225837624539,-0.2075307874582777
Density,leave_period_out,random_05,96,4.72389815681507,5.799327022575904,0.016574550575246816
Density,leave_period_out,random_06,96,4.487273182611651,5.579637498804539,0.08967134557141443
Density,leave_period_out,random_07,96,4.439131765595888,5.521470858467591,0.1085524140048777
Density,leave_group_out,z_poly,96,3.269746770637959,4.247966311111464,0.4723470478743239
Density,leave_group_out,message_bits,96,2.9693912865707226,3.694585824185016,0.6008668830590748
Density,leave_group_out,golay_bits,96,3.3398644369264865,4.15408121057674,0.4954128230053231
Density,leave_group_out,mog_planar,96,4.322475613422304,5.536132886771518,0.10381172658490756
Density,leave_group_out,mog_stacked,96,4.477526804822639,5.7017755015753595,0.049381040376534235
Density,leave_group_out,mog_cylinder,96,4.4173093899336715,5.697221021175466,0.050899110045503515
Density,leave_group_out,mog_sphere,96,4.412075058449585,5.603351079522852,0.0819170694327146
Density,leave_group_out,gray_message_bits,96,3.5528176221895893,4.348330744499436,0.4471193572586468
Density,leave_group_out,gray_golay_bits,96,4.00074146643743,4.8735714619055,0.30548613270449565
Density,leave_group_out,gray_mog_planar,96,4.517156960210105,5.784743960790452,0.021514200489288315
Density,leave_group_out,gray_mog_stacked,96,4.604656026649066,5.899861744013283,-0.017817500084400306
Density,leave_group_out,gray_mog_cylinder,96,4.558035898749023,5.8917864002038955,-0.0150331632182652
Density,leave_group_out,gray_mog_sphere,96,4.426577670212725,5.720643335104593,0.04307921505159562
Density,leave_group_out,random_00,96,4.475262768158444,5.528479097044491,0.10628800207906774
Density,leave_group_out,random_01,96,4.25935204496357,5.521170467651281,0.10864940822640956
Density,leave_group_out,random_02,96,4.243316713493345,5.360625360366118,0.15973329014450477
Density,leave_group_out,random_03,96,4.444656048409527,5.592632106922896,0.085426217091086
Density,leave_group_out,random_04,96,4.734298942816491,5.9814611611362745,-0.04616652333811788
Density,leave_group_out,random_05,96,4.312553896278037,5.328315801421171,0.16983167599155113
Density,leave_group_out,random_06,96,4.350007734874306,5.383857666886806,0.15243427780718266
Density,leave_group_out,random_07,96,4.157690121175043,5.235840015241065,0.1983976525133444
Density,shuffled_target,z_poly,96,4.615256217225326,5.928148433475673,-0.02760068036892105
Density,shuffled_target,mog_planar,96,5.0661868195420965,6.348242314685489,-0.1784013617051461
