held_out_period,endpoint,family,assignment,auc,test_elements
7,GroupBlock,B,random_04,0.7076486755160517,32
7,StandardState,B,random_04,0.5240503186294795,32
7,GroupBlock,B,random_05,0.6482564372453853,32
7,StandardState,B,random_05,0.4805180832574692,32
7,GroupBlock,B,random_06,0.6768122721868117,32
7,StandardState,B,random_06,0.4867085988578995,32
7,GroupBlock,B,random_07,0.6752918932616027,32
7,StandardState,B,random_07,0.4879003558718861,32
7,GroupBlock,B,random_08,0.682581915287605,32
7,StandardState,B,random_08,0.48934039559711995,32
7,GroupBlock,B,random_09,0.6794826813246788,32
7,StandardState,B,random_09,0.4937598278573202,32
7,GroupBlock,B,random_10,0.6807886478373585,32
7,StandardState,B,random_10,0.4775386907225027,32
7,GroupBlock,B,random_11,0.6707502485234782,32
7,StandardState,B,random_11,0.49025076553835967,32
7,GroupBlock,B,random_12,0.6530124943960393,32
7,StandardState,B,random_12,0.48063394852271785,32
7,GroupBlock,B,random_13,0.6795606494746896,32
7,StandardState,B,random_13,0.490846644045353,32
7,GroupBlock,B,random_14,0.7078825799660838,32
7,StandardState,B,random_14,0.5076636596871638,32
7,GroupBlock,B,random_15,0.6797555698497164,32
7,StandardState,B,random_15,0.4955309111975503,32
7,GroupBlock,C,fixed,0.6488899284642223,32
7,StandardState,C,fixed,0.4853761483075395,32
7,GroupBlock,C,random_00,0.6803110929185427,32
7,StandardState,C,random_00,0.4934867168749483,32
7,GroupBlock,C,random_01,0.6620080697035261,32
7,StandardState,C,random_01,0.49014317636348587,32
7,GroupBlock,C,random_02,0.6586554392530651,32
7,StandardState,C,random_02,0.4831747082678143,32
7,GroupBlock,C,random_03,0.6947157086330235,32
7,StandardState,C,random_03,0.520532980220144,32
7,GroupBlock,C,random_04,0.698887004658597,32
7,StandardState,C,random_04,0.5019614334188529,32
7,GroupBlock,C,random_05,0.6742100851802039,32
7,StandardState,C,random_05,0.4876106927087644,32
7,GroupBlock,C,random_06,0.6631970839911896,32
7,StandardState,C,random_06,0.4835057518828106,32
7,GroupBlock,C,random_07,0.7055142974095082,32
7,StandardState,C,random_07,0.5100057932632625,32
7,GroupBlock,C,random_08,0.7298208681753504,32
7,StandardState,C,random_08,0.5145907473309609,32
7,GroupBlock,C,random_09,0.7206206264740853,32
7,StandardState,C,random_09,0.5287594140528015,32
7,GroupBlock,C,random_10,0.7089448960099799,32
7,StandardState,C,random_10,0.5161301001406935,32
7,GroupBlock,C,random_11,0.6558096017776738,32
7,StandardState,C,random_11,0.44864685922370273,32
7,GroupBlock,C,random_12,0.6930588854452956,32
7,StandardState,C,random_12,0.501779359430605,32
7,GroupBlock,C,random_13,0.6943648519579751,32
7,StandardState,C,random_13,0.48120499875858647,32
7,GroupBlock,C,random_14,0.6722413893924332,32
7,StandardState,C,random_14,0.4920632293304643,32
7,GroupBlock,C,random_15,0.6962750716332379,32
7,StandardState,C,random_15,0.4992965323181329,32
