candidate_id,topology,series_kind,series_value,series_unit,shunt_kind,shunt_value,shunt_unit,x0,b0,centre_gamma,mean_gamma,worst_gamma,mean_reflected_power,worst_vswr,raw_z_distance,smith_score,glm_score
LNET-00966,series_then_shunt,L,4.8731050077104735e-09,H,C,1.2994946687227947e-12,F,0.5999999999999996,0.40000000000000036,0.2319791954907842,0.26371821441282284,0.3959497657100052,0.07370826808942861,2.3109829058353317,0.5704247395805753,0.26371821441282284,
LNET-00758,series_then_shunt,C,8.121841679517462e-12,F,L,4.060920839758726e-08,H,-0.3999999999999999,-0.20000000000000018,0.2751656987271649,0.2844524205216724,0.3965794948132334,0.08332338741648054,2.314438244654901,0.5078210171780709,0.2844524205216724,
LNET-00929,series_then_shunt,L,3.248736671806987e-09,H,C,3.898484006168382e-12,F,0.40000000000000036,1.2000000000000002,0.22403778566191565,0.2881537740523424,0.396925359321023,0.08619239277624775,2.3163390815907667,0.5029678443967154,0.2881537740523424,
LNET-02481,shunt_then_series,C,1.6243683359034905e-11,F,none,0.0,,-0.20000000000000018,0.0,0.2865352903759648,0.2945957624432096,0.39718046803012136,0.08882819477327636,2.3177425314412923,0.47944915178084846,0.2945957624432096,
LNET-00800,series_then_shunt,C,1.6243683359034905e-11,F,none,0.0,,-0.20000000000000018,0.0,0.2865352903759648,0.2945957624432097,0.39718046803012136,0.08882819477327639,2.3177425314412923,0.47944915178084857,0.2945957624432097,
LNET-02607,shunt_then_series,L,3.248736671806987e-09,H,C,1.949242003084189e-12,F,0.40000000000000036,0.5999999999999996,0.3423952400551521,0.34218501875612856,0.39909858937402337,0.11784741805265395,2.3283330087651835,0.5283719476690674,0.34218501875612856,
LNET-02605,shunt_then_series,L,3.248736671806987e-09,H,C,6.497473343613974e-13,F,0.40000000000000036,0.20000000000000018,0.31735920642721527,0.3324068674674022,0.4029609741266696,0.11173643082485692,2.349864771527223,0.5454391378541644,0.3324068674674022,
LNET-00715,series_then_shunt,C,5.414561119678306e-12,F,L,1.3536402799195764e-08,H,-0.6000000000000001,-0.6000000000000001,0.17448831432605794,0.20584926239524204,0.40501672907294656,0.049228564697271625,2.361439048334529,0.5039801512059963,0.20584926239524204,
LNET-02648,shunt_then_series,L,4.8731050077104735e-09,H,C,1.949242003084189e-12,F,0.5999999999999996,0.5999999999999996,0.39836496998826315,0.40101501743890666,0.4059369812850907,0.16082018470713108,2.366646192396298,0.6381137594016985,0.40101501743890666,
LNET-00843,series_then_shunt,none,0.0,,C,1.2994946687227947e-12,F,0.0,0.40000000000000036,0.30493739338363574,0.2957689881275789,0.40999541743081114,0.09161417181843332,2.389804179640356,0.46468430284560847,0.2957689881275789,
LNET-02524,shunt_then_series,none,0.0,,C,1.2994946687227947e-12,F,0.0,0.40000000000000036,0.30493739338363574,0.2957689881275789,0.40999541743081114,0.09161417181843332,2.389804179640356,0.46468430284560847,0.2957689881275789,
LNET-02562,shunt_then_series,L,1.6243683359034936e-09,H,L,4.060920839758726e-08,H,0.20000000000000018,-0.20000000000000018,0.28822650517041437,0.30086287040117643,0.41562480895600673,0.09510429573902786,2.4224587741772132,0.4896260767624433,0.30086287040117643,
LNET-00795,series_then_shunt,C,1.6243683359034905e-11,F,L,8.12184167951746e-09,H,-0.20000000000000018,-1.0,0.2511903919782178,0.27581707089970886,0.4166950215085369,0.0827190206229824,2.4287380937025054,0.4454947345804327,0.27581707089970886,
LNET-00886,series_then_shunt,L,1.6243683359034936e-09,H,C,2.5989893374455867e-12,F,0.20000000000000018,0.7999999999999998,0.25708483573981966,0.2394422939914061,0.41770211477623853,0.06821044118649891,2.434668149673004,0.3845677894672713,0.2394422939914061,
